state,county,2000D,2000R,2000O,2004D,2004R,2004O,2008D,2008R,2008O,2012D,2012R,2012O,2016D,2016R,2016O
SC,Florence,17157.0,23678.0,602.0,21442.0,27689.0,414.0,28012.0,29861.0,500.0,28614.0,28961.0,547.0,26710.0,29573.0,1648.0
SC,Georgetown,9445.0,10535.0,371.0,10602.0,12606.0,385.0,14199.0,15790.0,301.0,14163.0,16526.0,276.0,13310.0,17389.0,958.0
SC,Greenville,43810.0,92714.0,3769.0,55347.0,111481.0,2005.0,70886.0,116363.0,3408.0,68070.0,121685.0,3434.0,74483.0,127832.0,12850.0
SC,Greenwood,8139.0,12193.0,528.0,8954.0,14264.0,224.0,12348.0,16995.0,324.0,11972.0,16348.0,352.0,10711.0,16961.0,1091.0
SC,Hampton,4896.0,2798.0,65.0,4832.0,3097.0,87.0,5816.0,3439.0,95.0,5834.0,3312.0,60.0,5170.0,3488.0,148.0
SC,Horry,29113.0,40300.0,1852.0,29547.0,50447.0,1353.0,38879.0,64609.0,1310.0,38885.0,72127.0,1381.0,39410.0,89288.0,4222.0
SC,Jasper,3646.0,2414.0,409.0,3840.0,2933.0,73.0,5389.0,3365.0,100.0,5757.0,4169.0,95.0,5956.0,5187.0,284.0
SC,Kershaw,7428.0,11911.0,338.0,8515.0,14160.0,240.0,11226.0,16466.0,293.0,11259.0,16324.0,363.0,10330.0,17542.0,1123.0
SC,Lancaster,8782.0,11676.0,247.0,7631.0,12916.0,267.0,12139.0,16441.0,341.0,13419.0,19333.0,392.0,13812.0,23719.0,1407.0
SC,Laurens,7920.0,12102.0,388.0,9205.0,14466.0,158.0,10578.0,15334.0,370.0,10318.0,14746.0,352.0,8889.0,16816.0,861.0
SC,Lee,3899.0,2675.0,68.0,4960.0,2901.0,37.0,5960.0,3074.0,119.0,5977.0,2832.0,98.0,5199.0,2803.0,154.0
SC,Lexington,22830.0,58095.0,2156.0,25393.0,67132.0,907.0,33303.0,74960.0,1249.0,34148.0,76662.0,1813.0,35230.0,80026.0,6837.0
SC,McCormick,1896.0,1704.0,61.0,2648.0,2396.0,78.0,2755.0,2437.0,40.0,2653.0,2467.0,40.0,2479.0,2652.0,85.0
SC,Marion,7358.0,4687.0,104.0,7767.0,5589.0,151.0,9608.0,5416.0,150.0,9688.0,5164.0,134.0,8569.0,5444.0,263.0
SC,Marlboro,5060.0,2699.0,124.0,4984.0,3423.0,153.0,6794.0,3996.0,86.0,6100.0,3676.0,77.0,5954.0,4267.0,168.0
SC,Newberry,4428.0,7492.0,452.0,4483.0,7654.0,272.0,6708.0,9616.0,200.0,6913.0,9260.0,178.0,6217.0,10017.0,573.0
SC,Oconee,7571.0,15364.0,640.0,8395.0,18811.0,326.0,9481.0,21164.0,487.0,8550.0,21611.0,505.0,7998.0,24178.0,1459.0
SC,Orangeburg,19802.0,12657.0,275.0,24698.0,12695.0,171.0,27263.0,12115.0,376.0,30720.0,12022.0,299.0,26318.0,11931.0,661.0
SC,Pickens,8927.0,24681.0,974.0,10287.0,29759.0,464.0,11691.0,32552.0,885.0,11156.0,33474.0,919.0,10354.0,36236.0,2459.0
SC,Richland,63179.0,50164.0,3138.0,76283.0,56212.0,1306.0,105656.0,57941.0,1440.0,103989.0,53105.0,2060.0,108000.0,52469.0,8253.0
SC,Saluda,2682.0,4098.0,111.0,3001.0,4537.0,40.0,3323.0,5191.0,89.0,3328.0,5135.0,101.0,2813.0,5526.0,225.0
SC,Spartanburg,29559.0,52114.0,1880.0,33633.0,62004.0,1121.0,41632.0,65042.0,1654.0,41461.0,66969.0,1476.0,39997.0,76277.0,4816.0
SC,Sumter,14365.0,15915.0,392.0,18695.0,18074.0,234.0,25431.0,18581.0,346.0,27589.0,19274.0,446.0,24047.0,18745.0,1294.0
SC,Union,4662.0,5768.0,159.0,5236.0,6592.0,106.0,5935.0,7449.0,167.0,5796.0,6584.0,161.0,4729.0,7061.0,302.0
SC,Williamsburg,6723.0,4524.0,84.0,9044.0,4795.0,79.0,11279.0,5004.0,160.0,11335.0,4824.0,145.0,9953.0,4864.0,237.0
SC,York,19251.0,33776.0,1324.0,24226.0,45234.0,721.0,37918.0,54500.0,1278.0,39131.0,59546.0,1533.0,41593.0,66754.0,6010.0
SD,Aurora,513.0,847.0,,620.0,1009.0,20.0,655.0,794.0,19.0,556.0,804.0,40.0,340.0,974.0,93.0
SD,Beadle,3216.0,4347.0,,3443.0,4917.0,120.0,3493.0,4054.0,83.0,2881.0,4230.0,152.0,1912.0,4455.0,405.0
SD,Bennett,377.0,712.0,,759.0,833.0,38.0,557.0,614.0,18.0,548.0,626.0,29.0,412.0,666.0,71.0
SD,Bon Homme,1162.0,1901.0,,1293.0,2063.0,52.0,1367.0,1712.0,37.0,1167.0,1830.0,77.0,704.0,2105.0,165.0
SD,Brookings,4546.0,6212.0,,5443.0,7662.0,270.0,7207.0,6431.0,151.0,5827.0,6220.0,353.0,4879.0,6748.0,1053.0
SD,Brown,7173.0,9060.0,,7943.0,10386.0,270.0,9041.0,8067.0,145.0,7250.0,8321.0,497.0,5452.0,9613.0,1049.0
SD,Brule,818.0,1268.0,,1040.0,1544.0,45.0,965.0,1407.0,34.0,824.0,1499.0,56.0,571.0,1565.0,152.0
SD,Buffalo,256.0,140.0,,603.0,223.0,15.0,454.0,156.0,2.0,472.0,166.0,3.0,296.0,171.0,23.0
SD,Butte,840.0,2760.0,,1009.0,3166.0,96.0,1306.0,2821.0,78.0,1002.0,3073.0,133.0,696.0,3357.0,298.0
SD,Campbell,147.0,739.0,,239.0,708.0,12.0,243.0,591.0,10.0,153.0,616.0,18.0,105.0,704.0,22.0
SD,Charles Mix,1300.0,2205.0,,2155.0,2556.0,87.0,1807.0,2109.0,21.0,1483.0,2230.0,51.0,935.0,2382.0,116.0
SD,Clark,791.0,1272.0,,875.0,1435.0,17.0,830.0,1065.0,25.0,713.0,1067.0,41.0,398.0,1139.0,120.0
SD,Clay,2638.0,2363.0,,3315.0,2692.0,129.0,3808.0,2296.0,55.0,2955.0,2147.0,132.0,2608.0,2109.0,352.0
SD,Codington,4192.0,6718.0,,4803.0,7778.0,170.0,5595.0,6374.0,107.0,4588.0,6696.0,240.0,3174.0,7764.0,731.0
SD,Corson,549.0,629.0,,972.0,720.0,32.0,837.0,535.0,18.0,648.0,515.0,37.0,535.0,588.0,52.0
SD,Custer,955.0,2495.0,,1272.0,2922.0,110.0,1475.0,2909.0,66.0,1335.0,3062.0,123.0,1121.0,3293.0,307.0
SD,Davison,2936.0,4445.0,,3263.0,5561.0,128.0,3554.0,4731.0,80.0,3042.0,4757.0,172.0,2355.0,5157.0,440.0
SD,Day,1492.0,1623.0,,1817.0,1671.0,52.0,1785.0,1372.0,21.0,1497.0,1320.0,56.0,974.0,1627.0,146.0
SD,Deuel,926.0,1245.0,,961.0,1406.0,45.0,1054.0,1088.0,36.0,941.0,1175.0,55.0,570.0,1366.0,144.0
SD,Dewey,880.0,761.0,,1606.0,921.0,37.0,1328.0,659.0,18.0,1207.0,663.0,25.0,888.0,723.0,97.0
SD,Douglas,363.0,1311.0,,393.0,1596.0,23.0,424.0,1293.0,18.0,332.0,1334.0,24.0,214.0,1338.0,53.0
SD,Edmunds,676.0,1257.0,,765.0,1434.0,35.0,819.0,1213.0,21.0,622.0,1264.0,50.0,380.0,1433.0,105.0
SD,Fall River,1133.0,2185.0,,1326.0,2413.0,106.0,1338.0,2348.0,69.0,1140.0,2258.0,118.0,821.0,2511.0,231.0
SD,Faulk,388.0,904.0,,418.0,945.0,6.0,426.0,739.0,9.0,331.0,765.0,31.0,204.0,858.0,56.0
SD,Grant,1475.0,2235.0,,1633.0,2392.0,65.0,1786.0,1951.0,37.0,1493.0,2034.0,79.0,971.0,2382.0,211.0
SD,Gregory,718.0,1487.0,,813.0,1685.0,48.0,771.0,1423.0,24.0,599.0,1507.0,45.0,391.0,1600.0,100.0
SD,Haakon,164.0,938.0,,219.0,1007.0,14.0,187.0,939.0,15.0,138.0,940.0,14.0,77.0,936.0,31.0
SD,Hamlin,923.0,1731.0,,1015.0,1946.0,50.0,1043.0,1661.0,33.0,921.0,1803.0,69.0,555.0,2051.0,156.0
SD,Hand,565.0,1419.0,,668.0,1482.0,37.0,718.0,1247.0,16.0,575.0,1242.0,31.0,334.0,1391.0,93.0
SD,Hanson,457.0,944.0,,745.0,1379.0,26.0,961.0,1426.0,27.0,760.0,1627.0,29.0,424.0,1497.0,85.0
SD,Harding,64.0,650.0,,94.0,704.0,17.0,135.0,575.0,12.0,82.0,638.0,19.0,38.0,695.0,37.0
SD,Hughes,2212.0,5188.0,,2697.0,6017.0,121.0,3037.0,5298.0,51.0,2786.0,5219.0,150.0,2450.0,5174.0,551.0
SD,Hutchinson,1052.0,2497.0,,1177.0,2899.0,71.0,1242.0,2285.0,34.0,923.0,2451.0,51.0,692.0,2517.0,156.0
SD,Hyde,218.0,592.0,,259.0,631.0,10.0,226.0,547.0,3.0,189.0,531.0,13.0,125.0,543.0,22.0
SD,Jackson,319.0,687.0,,508.0,726.0,37.0,435.0,668.0,15.0,426.0,661.0,19.0,323.0,722.0,50.0
SD,Jerauld,468.0,624.0,,482.0,736.0,18.0,542.0,546.0,4.0,452.0,538.0,16.0,264.0,648.0,55.0
SD,Jones,137.0,509.0,,134.0,565.0,18.0,147.0,463.0,8.0,108.0,490.0,11.0,69.0,450.0,39.0
SD,Kingsbury,1049.0,1612.0,,1163.0,1804.0,47.0,1277.0,1435.0,27.0,1092.0,1451.0,65.0,703.0,1680.0,168.0
SD,Lake,2331.0,2724.0,,2509.0,3359.0,139.0,3033.0,2993.0,50.0,2724.0,3419.0,142.0,2314.0,4038.0,434.0
SD,Lawrence,2797.0,6327.0,,3857.0,7489.0,273.0,4932.0,6787.0,157.0,3973.0,7025.0,361.0,3356.0,7411.0,1075.0
SD,Lincoln,3844.0,6546.0,,5703.0,11161.0,202.0,8642.0,11803.0,156.0,7982.0,13611.0,359.0,8076.0,15499.0,1656.0
SD,Lyman,482.0,875.0,,872.0,1029.0,39.0,710.0,894.0,19.0,605.0,933.0,31.0,369.0,977.0,75.0
SD,McCook,965.0,1610.0,,1201.0,2017.0,53.0,1219.0,1646.0,40.0,905.0,1655.0,53.0,623.0,1794.0,170.0
SD,McPherson,295.0,1073.0,,369.0,1180.0,30.0,441.0,915.0,8.0,272.0,921.0,22.0,192.0,892.0,53.0
SD,Marshall,939.0,1097.0,,1099.0,1242.0,23.0,1261.0,900.0,16.0,1061.0,889.0,37.0,754.0,1056.0,137.0
SD,Meade,2267.0,6870.0,,2941.0,8347.0,216.0,3751.0,7515.0,199.0,2928.0,7566.0,323.0,2223.0,8441.0,957.0
SD,Mellette,222.0,495.0,,361.0,553.0,17.0,373.0,445.0,11.0,375.0,381.0,13.0,238.0,402.0,43.0
SD,Miner,523.0,724.0,,641.0,810.0,19.0,605.0,577.0,16.0,479.0,636.0,25.0,281.0,706.0,77.0
SD,Minnehaha,27042.0,33428.0,,32314.0,44189.0,1129.0,39838.0,39251.0,709.0,34674.0,40342.0,1567.0,30610.0,42043.0,5610.0
SD,Moody,1318.0,1361.0,,1609.0,1790.0,52.0,1663.0,1508.0,32.0,1429.0,1535.0,69.0,1043.0,1731.0,159.0
SD,Pennington,11123.0,24696.0,,14213.0,29976.0,779.0,17802.0,27603.0,382.0,15125.0,28232.0,1107.0,14074.0,29804.0,3865.0
SD,Perkins,297.0,1237.0,,418.0,1329.0,66.0,499.0,1102.0,55.0,319.0,1205.0,66.0,188.0,1333.0,85.0
SD,Potter,356.0,1112.0,,463.0,1143.0,12.0,482.0,937.0,15.0,339.0,1029.0,13.0,215.0,1071.0,51.0
SD,Roberts,1700.0,2237.0,,2527.0,2396.0,59.0,2672.0,1781.0,31.0,2302.0,1883.0,71.0,1540.0,2144.0,205.0
SD,Sanborn,468.0,767.0,,581.0,817.0,28.0,500.0,669.0,12.0,389.0,688.0,38.0,241.0,819.0,63.0
SD,Oglala Lakota,1667.0,252.0,,3566.0,526.0,122.0,2971.0,331.0,12.0,2937.0,188.0,20.0,2510.0,241.0,154.0
SD,Spink,1274.0,1957.0,,1478.0,2259.0,37.0,1550.0,1660.0,29.0,1300.0,1670.0,71.0,919.0,1854.0,178.0
SD,Stanley,402.0,955.0,,464.0,1129.0,30.0,510.0,1017.0,13.0,435.0,1063.0,42.0,329.0,1148.0,90.0
SD,Sully,209.0,633.0,,201.0,702.0,14.0,233.0,581.0,9.0,186.0,613.0,19.0,137.0,679.0,45.0
SD,Todd,993.0,478.0,,2543.0,889.0,92.0,2208.0,571.0,28.0,1976.0,498.0,23.0,1505.0,487.0,133.0
SD,Tripp,799.0,1909.0,,972.0,2230.0,43.0,914.0,1859.0,36.0,737.0,1905.0,49.0,462.0,2069.0,99.0
SD,Turner,1414.0,2514.0,,1646.0,3084.0,104.0,1681.0,2538.0,47.0,1411.0,2715.0,84.0,961.0,2937.0,252.0
SD,Union,2358.0,3265.0,,3000.0,3987.0,61.0,3244.0,4310.0,66.0,2782.0,4698.0,116.0,2227.0,5290.0,380.0
SD,Walworth,721.0,1758.0,,878.0,1967.0,35.0,923.0,1668.0,29.0,671.0,1731.0,60.0,457.0,1896.0,124.0
SD,Yankton,3596.0,4904.0,,4237.0,6003.0,191.0,4838.0,5039.0,90.0,4226.0,5495.0,253.0,3301.0,5659.0,663.0
SD,Ziebach,314.0,384.0,,641.0,447.0,28.0,554.0,312.0,16.0,439.0,314.0,8.0,353.0,368.0,46.0
TN,Anderson,13556.0,14688.0,535.0,12896.0,18510.0,276.0,11396.0,19675.0,499.0,10122.0,18968.0,569.0,9013.0,19212.0,1656.0
TN,Bedford,6136.0,5911.0,160.0,5261.0,8348.0,87.0,5027.0,10217.0,263.0,4211.0,10034.0,200.0,3395.0,11486.0,474.0
TN,Benton,3700.0,2484.0,127.0,3869.0,3161.0,60.0,2645.0,3696.0,138.0,2258.0,3850.0,118.0,1474.0,4716.0,138.0
TN,Bledsoe,1756.0,2380.0,60.0,1927.0,2849.0,24.0,1517.0,3166.0,101.0,1267.0,3022.0,70.0,897.0,3622.0,145.0
TN,Blount,14688.0,25273.0,701.0,15042.0,33240.0,428.0,15253.0,35571.0,821.0,12934.0,35441.0,859.0,12100.0,37443.0,2665.0
TN,Bradley,8768.0,20167.0,508.0,9426.0,25942.0,255.0,9357.0,28333.0,501.0,8037.0,27422.0,504.0,7070.0,29768.0,1828.0
TN,Campbell,6492.0,5784.0,145.0,6163.0,7859.0,96.0,3867.0,8535.0,226.0,3328.0,8604.0,169.0,2248.0,9870.0,414.0
TN,Cannon,2697.0,1924.0,76.0,2510.0,2923.0,34.0,2011.0,3322.0,124.0,1564.0,3309.0,100.0,1127.0,4007.0,180.0
TN,Carroll,5239.0,5465.0,123.0,5070.0,6603.0,82.0,3980.0,7455.0,211.0,3475.0,7225.0,151.0,2327.0,7756.0,301.0
TN,Carter,6724.0,12111.0,267.0,6390.0,15763.0,149.0,5587.0,15852.0,330.0,4789.0,15503.0,325.0,3453.0,16898.0,733.0
TN,Cheatham,6062.0,6356.0,198.0,5918.0,9676.0,103.0,5498.0,10702.0,228.0,4659.0,10268.0,255.0,3878.0,11297.0,749.0
TN,Chester,2192.0,3487.0,49.0,2182.0,4086.0,29.0,1797.0,4587.0,75.0,1624.0,4684.0,102.0,1243.0,5081.0,183.0
TN,Claiborne,3841.0,5023.0,136.0,4033.0,6447.0,58.0,3078.0,7175.0,167.0,2433.0,7617.0,128.0,1832.0,8602.0,306.0
TN,Clay,1931.0,1468.0,43.0,1673.0,1647.0,32.0,1248.0,1676.0,70.0,1037.0,1747.0,36.0,707.0,2141.0,72.0
TN,Cocke,3872.0,6185.0,182.0,3932.0,8290.0,79.0,3340.0,8945.0,196.0,2804.0,8459.0,191.0,1981.0,9791.0,354.0
TN,Coffee,8741.0,8788.0,259.0,8238.0,11785.0,131.0,7132.0,13250.0,408.0,5870.0,13023.0,366.0,4743.0,14417.0,811.0
TN,Crockett,2705.0,2676.0,59.0,2455.0,3239.0,21.0,1967.0,3994.0,76.0,1669.0,3783.0,46.0,1303.0,3982.0,112.0
TN,Cumberland,7644.0,10994.0,379.0,8326.0,15142.0,166.0,7889.0,17436.0,387.0,6261.0,18653.0,333.0,5202.0,20413.0,745.0
TN,Davidson,120508.0,84117.0,3963.0,132362.0,107618.0,1695.0,158423.0,102915.0,3148.0,143120.0,97622.0,4131.0,148864.0,84550.0,15654.0
TN,Decatur,2278.0,2046.0,46.0,2268.0,2566.0,45.0,1566.0,3101.0,96.0,1303.0,2874.0,74.0,894.0,3588.0,110.0
TN,DeKalb,3765.0,2411.0,89.0,3445.0,3685.0,43.0,2832.0,4085.0,148.0,2174.0,4143.0,105.0,1569.0,5171.0,215.0
TN,Dickson,8332.0,7016.0,208.0,8592.0,10557.0,134.0,7506.0,11677.0,336.0,6233.0,11296.0,306.0,4722.0,13233.0,744.0
TN,Dyer,5425.0,6282.0,134.0,5287.0,8447.0,75.0,4411.0,9859.0,180.0,3757.0,9921.0,122.0,2816.0,10180.0,340.0
TN,Fayette,5037.0,6402.0,90.0,5692.0,8960.0,79.0,6892.0,12173.0,189.0,6688.0,12689.0,197.0,5874.0,13055.0,465.0
TN,Fentress,2529.0,3417.0,83.0,2371.0,4293.0,36.0,1831.0,4789.0,119.0,1561.0,5243.0,91.0,1100.0,6038.0,195.0
TN,Franklin,7828.0,6560.0,303.0,7797.0,9126.0,147.0,6613.0,10539.0,280.0,5603.0,10262.0,254.0,4374.0,11532.0,498.0
TN,Gibson,8663.0,8286.0,188.0,8509.0,10596.0,114.0,7406.0,13516.0,331.0,6564.0,12883.0,220.0,5258.0,13786.0,503.0
TN,Giles,5527.0,4377.0,162.0,5273.0,6162.0,101.0,4614.0,6902.0,173.0,3760.0,6915.0,124.0,2917.0,7970.0,250.0
TN,Grainger,2361.0,3746.0,87.0,2569.0,4905.0,51.0,2066.0,5297.0,140.0,1668.0,5470.0,114.0,1154.0,6626.0,228.0
TN,Greene,7909.0,12540.0,367.0,7625.0,16374.0,173.0,7110.0,17151.0,409.0,6225.0,17245.0,417.0,4216.0,18562.0,805.0
TN,Grundy,2970.0,1553.0,73.0,2787.0,2102.0,34.0,1971.0,2563.0,98.0,1643.0,2516.0,78.0,999.0,3636.0,128.0
TN,Hamblen,7564.0,11824.0,311.0,7426.0,14733.0,143.0,6807.0,15508.0,354.0,5234.0,14522.0,276.0,4075.0,15857.0,760.0
TN,Hamilton,51708.0,66605.0,2066.0,57268.0,78513.0,1082.0,64246.0,81702.0,1572.0,58836.0,79933.0,2412.0,55316.0,78733.0,8359.0
TN,Hancock,690.0,1343.0,42.0,776.0,1756.0,18.0,604.0,1588.0,49.0,475.0,1527.0,44.0,322.0,1843.0,66.0
TN,Hardeman,4953.0,3729.0,121.0,5683.0,4702.0,77.0,5919.0,5225.0,93.0,5482.0,4865.0,92.0,4185.0,4919.0,169.0
TN,Hardin,3735.0,4951.0,96.0,3834.0,6087.0,33.0,2794.0,7077.0,164.0,2467.0,7886.0,142.0,1622.0,8012.0,315.0
TN,Hawkins,6753.0,10071.0,274.0,6683.0,13445.0,102.0,5930.0,14756.0,354.0,5088.0,14382.0,327.0,3507.0,16648.0,619.0
TN,Haywood,3887.0,2554.0,37.0,4359.0,3140.0,49.0,4893.0,3165.0,63.0,4569.0,2960.0,40.0,3711.0,3013.0,110.0
TN,Henderson,3166.0,5153.0,80.0,3448.0,6585.0,63.0,3021.0,7669.0,144.0,2517.0,7421.0,117.0,1800.0,8138.0,279.0
TN,Henry,6093.0,5944.0,272.0,5728.0,6337.0,105.0,5153.0,8182.0,210.0,4339.0,8193.0,207.0,3063.0,9508.0,374.0
TN,Hickman,4239.0,2914.0,111.0,4261.0,4359.0,51.0,3563.0,4784.0,151.0,2698.0,4758.0,146.0,1824.0,5695.0,294.0
TN,Houston,2081.0,993.0,53.0,2126.0,1438.0,29.0,1678.0,1608.0,68.0,1400.0,1579.0,48.0,866.0,2182.0,120.0
TN,Humphreys,4205.0,2387.0,89.0,4485.0,3261.0,47.0,3600.0,3818.0,162.0,2905.0,3833.0,125.0,1967.0,4930.0,256.0
TN,Jackson,3304.0,1384.0,66.0,2996.0,2024.0,32.0,2224.0,2185.0,92.0,1739.0,2383.0,62.0,1129.0,3236.0,101.0
TN,Jefferson,5226.0,8657.0,204.0,5469.0,11617.0,121.0,5178.0,13092.0,262.0,4232.0,13038.0,289.0,3494.0,14776.0,802.0
TN,Johnson,1813.0,3740.0,104.0,1810.0,4632.0,34.0,1837.0,4621.0,133.0,1483.0,4611.0,100.0,988.0,5410.0,181.0
TN,Knox,60969.0,86851.0,2766.0,65921.0,110653.0,1601.0,70215.0,113015.0,2856.0,59399.0,109707.0,3401.0,62878.0,105767.0,12052.0
TN,Lake,1419.0,781.0,24.0,1039.0,1317.0,14.0,1024.0,1175.0,39.0,884.0,1163.0,40.0,577.0,1357.0,36.0
TN,Lauderdale,4224.0,3329.0,65.0,4473.0,4164.0,44.0,4322.0,4933.0,83.0,4011.0,4616.0,62.0,3056.0,4884.0,147.0
TN,Lawrence,6643.0,7613.0,214.0,6592.0,9952.0,107.0,5161.0,10566.0,293.0,4237.0,10770.0,212.0,2821.0,12420.0,425.0
TN,Lewis,2281.0,2037.0,102.0,2191.0,2819.0,43.0,1804.0,2951.0,79.0,1447.0,3117.0,130.0,890.0,3585.0,147.0
TN,Lincoln,5060.0,5435.0,164.0,4546.0,7827.0,82.0,3695.0,9231.0,204.0,3290.0,9803.0,175.0,2554.0,10398.0,396.0
TN,Loudon,5905.0,10266.0,235.0,5706.0,14041.0,115.0,6058.0,15815.0,311.0,5058.0,16707.0,308.0,4919.0,17610.0,862.0
TN,McMinn,6142.0,10155.0,303.0,5889.0,11978.0,132.0,5541.0,12989.0,259.0,4609.0,12967.0,258.0,3510.0,14691.0,554.0
TN,McNairy,4003.0,4897.0,89.0,4101.0,5787.0,36.0,3131.0,7135.0,156.0,2645.0,7015.0,142.0,1848.0,7841.0,349.0
TN,Macon,3059.0,3366.0,66.0,2739.0,4670.0,25.0,2060.0,5145.0,155.0,1552.0,5260.0,93.0,1072.0,6263.0,169.0
TN,Madison,15781.0,17862.0,287.0,16837.0,21672.0,156.0,20209.0,23290.0,347.0,18367.0,21993.0,342.0,15448.0,21335.0,1337.0
TN,Marion,5441.0,4651.0,158.0,5548.0,5862.0,82.0,4506.0,6746.0,185.0,3953.0,6272.0,184.0,2832.0,7696.0,334.0
TN,Marshall,5107.0,4105.0,147.0,4722.0,5825.0,68.0,4320.0,6755.0,214.0,3725.0,6832.0,184.0,2852.0,8184.0,419.0
TN,Maury,11127.0,11930.0,343.0,12372.0,17495.0,159.0,13058.0,20288.0,421.0,11825.0,20708.0,473.0,10038.0,23799.0,1532.0
TN,Meigs,1555.0,1797.0,38.0,1595.0,2499.0,37.0,1372.0,2797.0,68.0,1163.0,2734.0,67.0,856.0,3342.0,122.0
TN,Monroe,5327.0,7514.0,162.0,5349.0,10113.0,91.0,5053.0,11484.0,240.0,4372.0,11731.0,235.0,3186.0,13374.0,533.0
TN,Montgomery,18818.0,19644.0,582.0,20061.0,28615.0,299.0,25716.0,30175.0,627.0,24499.0,30245.0,840.0,21699.0,32341.0,3580.0
TN,Moore,1107.0,1145.0,49.0,1084.0,1667.0,22.0,881.0,2010.0,61.0,705.0,2053.0,41.0,496.0,2325.0,105.0
TN,Morgan,2921.0,3144.0,97.0,2924.0,4401.0,35.0,1969.0,4717.0,136.0,1725.0,4669.0,110.0,1054.0,5441.0,210.0
TN,Obion,6056.0,6168.0,216.0,5549.0,7859.0,127.0,4308.0,8873.0,211.0,3321.0,8814.0,162.0,2426.0,9526.0,297.0
TN,Overton,4507.0,2875.0,114.0,4518.0,3941.0,51.0,3419.0,4497.0,176.0,2805.0,4775.0,84.0,1945.0,6059.0,225.0
TN,Perry,1650.0,1165.0,51.0,1579.0,1520.0,49.0,1329.0,1596.0,75.0,992.0,1578.0,51.0,597.0,2167.0,91.0
TN,Pickett,939.0,1281.0,19.0,1033.0,1600.0,12.0,854.0,1786.0,31.0,712.0,1712.0,29.0,536.0,2021.0,58.0
TN,Polk,2574.0,2907.0,113.0,2724.0,3923.0,52.0,2124.0,4267.0,110.0,1856.0,4108.0,95.0,1252.0,5097.0,171.0
TN,Putnam,10785.0,11248.0,405.0,10549.0,15619.0,239.0,9739.0,17101.0,476.0,7802.0,17254.0,444.0,6851.0,19002.0,1359.0
TN,Rhea,3722.0,5900.0,150.0,3663.0,7288.0,86.0,2907.0,8042.0,157.0,2628.0,7802.0,160.0,1942.0,8660.0,460.0
TN,Roane,9575.0,11345.0,406.0,8676.0,14423.0,165.0,7224.0,15658.0,394.0,6018.0,14724.0,348.0,4837.0,15880.0,952.0
TN,Robertson,10249.0,9675.0,240.0,9863.0,15329.0,127.0,9318.0,17903.0,393.0,8290.0,17643.0,356.0,6637.0,19410.0,1066.0
TN,Rutherford,27360.0,33445.0,1377.0,31639.0,52189.0,562.0,40460.0,59892.0,1385.0,36414.0,60846.0,1588.0,36706.0,64515.0,6215.0
TN,Scott,2967.0,3579.0,69.0,3085.0,4508.0,33.0,1720.0,4931.0,132.0,1452.0,5117.0,99.0,934.0,6044.0,145.0
TN,Sequatchie,1648.0,2169.0,70.0,1986.0,2950.0,46.0,1717.0,3610.0,110.0,1489.0,3541.0,112.0,1053.0,4441.0,200.0
TN,Sevier,8208.0,16734.0,423.0,8613.0,22127.0,204.0,8604.0,24922.0,415.0,7418.0,25984.0,462.0,6297.0,28629.0,1386.0
TN,Shelby,190404.0,141756.0,4595.0,215810.0,157591.0,2183.0,256297.0,145458.0,2800.0,232443.0,135649.0,3017.0,208992.0,116344.0,12047.0
TN,Smith,4884.0,2384.0,80.0,4038.0,3738.0,45.0,2992.0,4563.0,186.0,2470.0,4495.0,122.0,1689.0,5494.0,253.0
TN,Stewart,2870.0,1826.0,86.0,2860.0,2675.0,48.0,2470.0,2956.0,81.0,2069.0,2963.0,83.0,1222.0,3864.0,213.0
TN,Sullivan,21354.0,33482.0,891.0,19626.0,42526.0,446.0,18354.0,44808.0,835.0,15321.0,43562.0,1004.0,12578.0,46979.0,2721.0
TN,Sumner,22118.0,27601.0,758.0,21439.0,40141.0,329.0,21487.0,44949.0,792.0,18579.0,46003.0,784.0,18161.0,50129.0,3215.0
TN,Tipton,6300.0,10070.0,182.0,7379.0,14178.0,120.0,7931.0,17165.0,220.0,7133.0,16672.0,276.0,5785.0,16910.0,786.0
TN,Trousdale,1966.0,950.0,29.0,1850.0,1314.0,26.0,1475.0,1688.0,76.0,1240.0,1612.0,53.0,946.0,2103.0,111.0
TN,Unicoi,2566.0,3780.0,83.0,2372.0,5026.0,59.0,2107.0,5011.0,105.0,1913.0,5032.0,141.0,1262.0,5671.0,262.0
TN,Union,2564.0,3199.0,58.0,2524.0,4145.0,41.0,1829.0,4467.0,103.0,1478.0,4282.0,68.0,1012.0,5053.0,182.0
TN,Van Buren,1255.0,845.0,31.0,1209.0,1119.0,18.0,849.0,1294.0,63.0,875.0,1386.0,39.0,539.0,1820.0,60.0
TN,Warren,7378.0,5552.0,201.0,6803.0,7502.0,89.0,5515.0,8562.0,323.0,4752.0,8010.0,253.0,3535.0,9540.0,537.0
TN,Washington,14769.0,22579.0,594.0,14937.0,29720.0,327.0,15941.0,32341.0,700.0,14325.0,32808.0,899.0,13024.0,34252.0,2474.0
TN,Wayne,1859.0,3370.0,77.0,1951.0,3998.0,34.0,1355.0,4076.0,96.0,1163.0,4253.0,70.0,717.0,5036.0,104.0
TN,Weakley,5570.0,6106.0,168.0,5584.0,7816.0,91.0,4596.0,8855.0,239.0,3548.0,8605.0,184.0,2772.0,9008.0,404.0
