state,county,2000D,2000R,2000O,2004D,2004R,2004O,2008D,2008R,2008O,2012D,2012R,2012O,2016D,2016R,2016O
TN,White,4135.0,3525.0,115.0,4147.0,5268.0,79.0,3372.0,6103.0,172.0,2795.0,6197.0,148.0,1845.0,7671.0,309.0
TN,Williamson,18745.0,38901.0,783.0,21719.0,57409.0,449.0,27886.0,64858.0,902.0,25142.0,69850.0,1233.0,31013.0,68212.0,7046.0
TN,Wilson,16561.0,18844.0,511.0,15256.0,28896.0,251.0,15886.0,34595.0,678.0,14695.0,36109.0,695.0,14385.0,39406.0,2943.0
TX,Anderson,5041.0,9835.0,204.0,4678.0,11525.0,98.0,4630.0,11884.0,141.0,3813.0,12262.0,137.0,3369.0,13201.0,407.0
TX,Andrews,876.0,3091.0,57.0,677.0,3837.0,22.0,790.0,3816.0,23.0,795.0,3639.0,48.0,836.0,3927.0,180.0
TX,Angelina,9957.0,16648.0,369.0,9302.0,18932.0,130.0,9379.0,19569.0,205.0,7834.0,20303.0,269.0,7538.0,21668.0,705.0
TX,Aransas,2637.0,5390.0,220.0,2640.0,6569.0,59.0,3006.0,6693.0,79.0,2704.0,6830.0,114.0,2465.0,7740.0,307.0
TX,Archer,993.0,2951.0,53.0,878.0,3556.0,17.0,740.0,3595.0,30.0,525.0,3600.0,39.0,394.0,3786.0,103.0
TX,Armstrong,150.0,772.0,16.0,170.0,830.0,4.0,128.0,856.0,6.0,98.0,828.0,9.0,70.0,924.0,27.0
TX,Atascosa,4322.0,6231.0,193.0,4421.0,7635.0,60.0,4415.0,5462.0,61.0,5133.0,7461.0,127.0,4651.0,8618.0,404.0
TX,Austin,2407.0,6661.0,159.0,2582.0,8072.0,48.0,2821.0,8786.0,114.0,2252.0,9265.0,132.0,2320.0,9637.0,317.0
TX,Bailey,488.0,1589.0,13.0,525.0,1882.0,5.0,682.0,1618.0,16.0,466.0,1339.0,11.0,397.0,1344.0,52.0
TX,Bandera,1426.0,5613.0,234.0,1738.0,6933.0,70.0,2250.0,6935.0,112.0,1864.0,7426.0,158.0,1726.0,8163.0,329.0
TX,Bastrop,6973.0,10310.0,1025.0,9794.0,13290.0,357.0,11687.0,13817.0,414.0,9864.0,14033.0,584.0,10569.0,16328.0,1557.0
TX,Baylor,663.0,1285.0,36.0,467.0,1169.0,4.0,366.0,1262.0,15.0,267.0,1297.0,28.0,191.0,1267.0,41.0
TX,Bee,3795.0,4429.0,106.0,4045.0,5428.0,45.0,3645.0,4471.0,41.0,3452.0,4356.0,71.0,3444.0,4744.0,297.0
TX,Bell,21011.0,41208.0,1072.0,27165.0,52135.0,424.0,40413.0,49242.0,679.0,35512.0,49574.0,1120.0,37801.0,51998.0,5195.0
TX,Bexar,185158.0,215613.0,11955.0,210976.0,260698.0,3640.0,275527.0,246275.0,3913.0,264856.0,241617.0,7208.0,319550.0,240333.0,29762.0
TX,Blanco,811.0,2777.0,179.0,1267.0,3277.0,40.0,1467.0,3418.0,54.0,1220.0,3638.0,115.0,1244.0,4212.0,229.0
TX,Borden,62.0,283.0,8.0,55.0,303.0,1.0,40.0,316.0,5.0,32.0,324.0,7.0,31.0,330.0,4.0
TX,Bosque,1930.0,4745.0,95.0,1815.0,5737.0,34.0,1797.0,5762.0,87.0,1367.0,5885.0,104.0,1278.0,6339.0,221.0
TX,Bowie,11662.0,18325.0,333.0,11880.0,21791.0,89.0,10815.0,24162.0,209.0,10196.0,24869.0,339.0,8838.0,24924.0,840.0
TX,Brazoria,24883.0,53445.0,1691.0,28904.0,63662.0,682.0,36480.0,67515.0,945.0,34421.0,70862.0,1456.0,43200.0,72791.0,5190.0
TX,Brazos,12359.0,32864.0,1718.0,16128.0,37594.0,587.0,20502.0,37465.0,706.0,17477.0,37209.0,1276.0,23121.0,38738.0,5352.0
TX,Brewster,1349.0,1867.0,364.0,1729.0,1980.0,51.0,1970.0,1855.0,75.0,1765.0,1976.0,126.0,1873.0,2077.0,302.0
TX,Briscoe,224.0,544.0,4.0,191.0,620.0,0.0,205.0,617.0,8.0,117.0,578.0,7.0,91.0,625.0,20.0
TX,Brooks,1854.0,556.0,21.0,1823.0,845.0,6.0,1747.0,556.0,6.0,1886.0,507.0,10.0,1937.0,613.0,46.0
TX,Brown,3138.0,9609.0,173.0,2523.0,11640.0,90.0,2822.0,12052.0,141.0,1904.0,11895.0,148.0,1621.0,12017.0,388.0
TX,Burleson,2235.0,3542.0,89.0,2276.0,4405.0,40.0,2053.0,4547.0,65.0,1705.0,4671.0,80.0,1491.0,5316.0,153.0
TX,Burnet,3557.0,9286.0,389.0,4147.0,11456.0,139.0,4608.0,12059.0,226.0,3674.0,12843.0,279.0,3797.0,14638.0,769.0
TX,Caldwell,3872.0,5216.0,337.0,5052.0,6436.0,99.0,5403.0,6107.0,138.0,4791.0,6021.0,256.0,4795.0,6691.0,606.0
TX,Calhoun,2766.0,3724.0,73.0,2561.0,4348.0,20.0,2729.0,4106.0,44.0,2410.0,4144.0,94.0,2118.0,4638.0,209.0
TX,Callahan,1174.0,3656.0,66.0,1073.0,4542.0,39.0,1063.0,4589.0,64.0,751.0,4378.0,68.0,569.0,4865.0,145.0
TX,Cameron,33214.0,27800.0,1043.0,33998.0,34801.0,357.0,48480.0,26671.0,506.0,49975.0,26099.0,821.0,59402.0,29472.0,3205.0
TX,Camp,1625.0,2121.0,38.0,1778.0,2638.0,23.0,1734.0,2798.0,35.0,1428.0,2881.0,26.0,1260.0,3201.0,81.0
TX,Carson,480.0,2216.0,46.0,485.0,2450.0,9.0,406.0,2548.0,26.0,292.0,2451.0,35.0,249.0,2620.0,95.0
TX,Cass,4618.0,6295.0,106.0,4630.0,7383.0,36.0,3490.0,8279.0,77.0,2924.0,8763.0,101.0,2391.0,9726.0,227.0
TX,Castro,727.0,1607.0,20.0,631.0,1794.0,5.0,719.0,1562.0,10.0,630.0,1470.0,19.0,526.0,1414.0,57.0
TX,Chambers,2888.0,6769.0,149.0,2953.0,8618.0,78.0,3188.0,9988.0,116.0,2790.0,11787.0,158.0,2948.0,13339.0,499.0
TX,Cherokee,4755.0,9599.0,183.0,4439.0,11329.0,71.0,4610.0,11695.0,112.0,3875.0,12094.0,157.0,3469.0,12919.0,402.0
TX,Childress,602.0,1506.0,18.0,511.0,1629.0,4.0,497.0,1782.0,17.0,320.0,1665.0,11.0,253.0,1802.0,29.0
TX,Clay,1460.0,3112.0,65.0,1299.0,3971.0,18.0,1085.0,4213.0,41.0,740.0,4266.0,51.0,536.0,4377.0,105.0
TX,Cochran,344.0,807.0,20.0,249.0,856.0,5.0,284.0,758.0,15.0,256.0,649.0,12.0,190.0,679.0,32.0
TX,Coke,355.0,1137.0,23.0,266.0,1338.0,6.0,299.0,1252.0,18.0,179.0,1218.0,11.0,140.0,1265.0,18.0
TX,Coleman,853.0,2687.0,38.0,778.0,3035.0,13.0,643.0,3011.0,48.0,442.0,3012.0,38.0,388.0,3177.0,78.0
TX,Collin,42884.0,128179.0,4357.0,68935.0,174435.0,1784.0,109047.0,184897.0,2639.0,101415.0,196888.0,4518.0,140624.0,201014.0,19781.0
TX,Collingsworth,429.0,974.0,12.0,346.0,1051.0,1.0,234.0,943.0,18.0,177.0,962.0,11.0,145.0,983.0,28.0
TX,Colorado,2229.0,4913.0,107.0,2161.0,5488.0,41.0,2508.0,5795.0,50.0,2029.0,6026.0,62.0,1987.0,6325.0,201.0
TX,Comal,7131.0,24599.0,1018.0,9153.0,31574.0,316.0,12384.0,35233.0,541.0,11450.0,39318.0,761.0,14238.0,45136.0,2804.0
TX,Comanche,1636.0,3334.0,52.0,1431.0,3813.0,24.0,1334.0,3813.0,70.0,890.0,3944.0,72.0,789.0,4333.0,115.0
TX,Concho,268.0,818.0,17.0,270.0,911.0,12.0,257.0,807.0,13.0,194.0,793.0,14.0,148.0,885.0,35.0
TX,Cooke,3153.0,10128.0,188.0,3142.0,11908.0,57.0,3051.0,11871.0,110.0,2246.0,11951.0,154.0,2352.0,13181.0,422.0
TX,Coryell,4493.0,10321.0,273.0,5122.0,12421.0,82.0,6619.0,11550.0,163.0,5158.0,11220.0,226.0,5064.0,12225.0,964.0
TX,Cottle,241.0,502.0,14.0,214.0,549.0,5.0,187.0,509.0,9.0,180.0,555.0,6.0,92.0,506.0,14.0
TX,Crane,387.0,1246.0,21.0,254.0,1314.0,6.0,319.0,1119.0,16.0,275.0,985.0,23.0,299.0,1049.0,36.0
TX,Crockett,467.0,924.0,7.0,473.0,1248.0,7.0,512.0,1026.0,7.0,480.0,957.0,20.0,372.0,980.0,43.0
TX,Crosby,705.0,1270.0,27.0,622.0,1647.0,6.0,684.0,1221.0,9.0,639.0,1132.0,16.0,468.0,1181.0,79.0
TX,Culberson,577.0,413.0,22.0,375.0,407.0,6.0,492.0,257.0,10.0,568.0,295.0,16.0,454.0,280.0,33.0
TX,Dallam,341.0,1385.0,18.0,305.0,1473.0,4.0,302.0,1269.0,18.0,253.0,1248.0,33.0,222.0,1261.0,61.0
TX,Dallas,275308.0,322345.0,15386.0,336641.0,346246.0,4822.0,422989.0,310000.0,5474.0,405571.0,295813.0,8733.0,461080.0,262945.0,34948.0
TX,Dawson,1463.0,3337.0,39.0,1114.0,3419.0,12.0,1152.0,2906.0,38.0,1019.0,2591.0,32.0,835.0,2636.0,92.0
TX,Deaf Smith,1240.0,3687.0,57.0,1133.0,4139.0,19.0,1247.0,3466.0,31.0,1239.0,3042.0,28.0,1185.0,2911.0,120.0
TX,Delta,726.0,1143.0,31.0,627.0,1447.0,8.0,589.0,1580.0,18.0,454.0,1524.0,40.0,400.0,1836.0,45.0
TX,Denton,40144.0,102171.0,4475.0,59346.0,140891.0,1173.0,91160.0,149935.0,2168.0,80978.0,157579.0,4224.0,110890.0,170603.0,17152.0
TX,Dewitt,1570.0,4541.0,72.0,1610.0,5100.0,22.0,1716.0,4888.0,22.0,1467.0,5122.0,49.0,1163.0,5519.0,162.0
TX,Dickens,284.0,589.0,8.0,245.0,815.0,3.0,234.0,730.0,8.0,216.0,793.0,10.0,128.0,755.0,26.0
TX,Dimmit,2678.0,1032.0,43.0,2365.0,1188.0,13.0,2692.0,874.0,21.0,2141.0,762.0,14.0,2173.0,974.0,78.0
TX,Donley,360.0,1333.0,26.0,349.0,1429.0,6.0,291.0,1374.0,25.0,226.0,1287.0,22.0,191.0,1225.0,49.0
TX,Duval,3990.0,1010.0,30.0,2916.0,1160.0,15.0,3298.0,1076.0,35.0,3331.0,980.0,33.0,2783.0,1316.0,69.0
TX,Eastland,1774.0,4531.0,109.0,1582.0,5249.0,26.0,1271.0,5165.0,73.0,970.0,5444.0,81.0,776.0,6011.0,176.0
TX,Ector,9425.0,22893.0,583.0,8579.0,27502.0,229.0,9123.0,26199.0,284.0,8118.0,24010.0,385.0,10249.0,25020.0,1261.0
TX,Edwards,261.0,663.0,13.0,217.0,745.0,1.0,346.0,673.0,16.0,232.0,642.0,10.0,303.0,746.0,24.0
TX,Ellis,10629.0,26091.0,587.0,11640.0,34602.0,202.0,15333.0,38078.0,442.0,13881.0,39574.0,696.0,16253.0,44941.0,2479.0
TX,El Paso,83848.0,57574.0,3620.0,95142.0,73261.0,1170.0,122021.0,61783.0,1429.0,112952.0,57150.0,2310.0,147843.0,55512.0,10653.0
TX,Erath,2804.0,8126.0,185.0,2710.0,9506.0,65.0,3128.0,10768.0,123.0,1965.0,10329.0,179.0,2160.0,11210.0,523.0
TX,Falls,2417.0,3239.0,59.0,2427.0,3454.0,21.0,2225.0,3328.0,46.0,2033.0,3356.0,45.0,1684.0,3441.0,123.0
TX,Fannin,4102.0,6074.0,164.0,4001.0,7893.0,66.0,3464.0,8092.0,138.0,2486.0,8161.0,157.0,2132.0,9548.0,364.0
TX,Fayette,2542.0,6658.0,187.0,2803.0,7527.0,67.0,3014.0,7582.0,118.0,2315.0,8106.0,130.0,2144.0,8743.0,287.0
TX,Fisher,884.0,968.0,20.0,758.0,1161.0,4.0,687.0,1083.0,14.0,512.0,1094.0,23.0,403.0,1265.0,61.0
TX,Floyd,580.0,1830.0,10.0,545.0,2032.0,7.0,730.0,1784.0,7.0,551.0,1523.0,11.0,435.0,1474.0,50.0
TX,Foard,263.0,286.0,7.0,235.0,347.0,5.0,198.0,327.0,13.0,140.0,348.0,7.0,113.0,383.0,17.0
TX,Fort Bend,47569.0,73567.0,2373.0,68722.0,93625.0,822.0,98368.0,103206.0,1248.0,101144.0,116126.0,2219.0,134686.0,117291.0,10089.0
TX,Franklin,1018.0,2420.0,34.0,1011.0,3185.0,21.0,1036.0,3392.0,63.0,751.0,3446.0,60.0,665.0,3585.0,130.0
TX,Freestone,2316.0,4247.0,78.0,2070.0,5057.0,34.0,2034.0,5205.0,49.0,1850.0,5646.0,74.0,1471.0,6026.0,187.0
TX,Frio,2317.0,1774.0,37.0,1931.0,1991.0,8.0,2405.0,1644.0,13.0,2376.0,1559.0,33.0,2444.0,1856.0,100.0
TX,Gaines,723.0,2691.0,45.0,608.0,3540.0,16.0,650.0,3385.0,32.0,535.0,3484.0,47.0,597.0,3907.0,116.0
TX,Galveston,40020.0,50397.0,2566.0,43919.0,61290.0,772.0,41805.0,62258.0,941.0,39511.0,69059.0,1508.0,43658.0,73757.0,5488.0
TX,Garza,454.0,1302.0,14.0,326.0,1480.0,6.0,375.0,1356.0,19.0,279.0,1263.0,18.0,230.0,1225.0,29.0
TX,Gillespie,1511.0,8096.0,313.0,2104.0,9297.0,152.0,2576.0,9563.0,199.0,2055.0,10306.0,189.0,2288.0,10446.0,480.0
TX,Glasscock,39.0,528.0,4.0,44.0,488.0,1.0,52.0,502.0,3.0,44.0,526.0,8.0,34.0,553.0,17.0
TX,Goliad,1233.0,2108.0,51.0,1219.0,2267.0,15.0,1329.0,2298.0,28.0,1127.0,2294.0,37.0,973.0,2620.0,115.0
TX,Gonzales,1877.0,4092.0,100.0,1709.0,4291.0,22.0,2167.0,4076.0,44.0,1777.0,4216.0,64.0,1571.0,4587.0,176.0
TX,Gray,1376.0,6732.0,77.0,1289.0,7260.0,23.0,1153.0,6924.0,56.0,886.0,6443.0,60.0,701.0,6500.0,204.0
TX,Grayson,13647.0,25596.0,697.0,13452.0,30777.0,194.0,13900.0,31136.0,441.0,10670.0,30936.0,658.0,10301.0,35325.0,1790.0
TX,Gregg,11244.0,26739.0,450.0,12306.0,29939.0,153.0,13166.0,29203.0,241.0,12398.0,28742.0,367.0,11677.0,28764.0,1308.0
TX,Grimes,2450.0,4197.0,155.0,2713.0,5263.0,54.0,2704.0,5562.0,56.0,2339.0,6141.0,121.0,2194.0,7065.0,274.0
TX,Guadalupe,8311.0,21499.0,757.0,10290.0,28208.0,254.0,16156.0,30869.0,436.0,15744.0,33117.0,653.0,18391.0,36632.0,2799.0
TX,Hale,2158.0,6868.0,84.0,2078.0,8025.0,51.0,2708.0,7171.0,64.0,2243.0,6490.0,121.0,2101.0,6366.0,391.0
TX,Hall,472.0,966.0,8.0,413.0,860.0,4.0,324.0,930.0,10.0,265.0,832.0,12.0,164.0,893.0,34.0
TX,Hamilton,878.0,2447.0,51.0,845.0,2856.0,29.0,863.0,2876.0,39.0,591.0,2918.0,43.0,479.0,3060.0,81.0
TX,Hansford,198.0,1874.0,16.0,240.0,1903.0,4.0,240.0,1847.0,15.0,159.0,1788.0,15.0,171.0,1730.0,46.0
TX,Hardeman,566.0,976.0,15.0,480.0,1214.0,8.0,373.0,1199.0,23.0,302.0,1176.0,17.0,249.0,1207.0,57.0
TX,Hardin,5595.0,11962.0,279.0,5608.0,15030.0,72.0,3939.0,16603.0,160.0,3359.0,17746.0,192.0,2780.0,19606.0,394.0
TX,Harris,418267.0,529159.0,27396.0,475865.0,584723.0,7380.0,590982.0,571883.0,8607.0,587044.0,586073.0,15468.0,707914.0,545955.0,58243.0
TX,Harrison,8878.0,13834.0,258.0,9642.0,16473.0,108.0,8887.0,17103.0,168.0,8456.0,17512.0,202.0,7151.0,18749.0,648.0
TX,Hartley,359.0,1645.0,27.0,315.0,1736.0,8.0,250.0,1711.0,24.0,184.0,1708.0,21.0,173.0,1730.0,49.0
TX,Haskell,1401.0,1488.0,38.0,867.0,1539.0,10.0,699.0,1388.0,29.0,553.0,1424.0,36.0,314.0,1403.0,53.0
TX,Hays,11387.0,20170.0,2760.0,20110.0,27021.0,692.0,28431.0,29638.0,983.0,25537.0,31661.0,1813.0,33224.0,33826.0,5114.0
TX,Hemphill,251.0,1203.0,20.0,257.0,1380.0,6.0,216.0,1345.0,9.0,192.0,1298.0,19.0,181.0,1462.0,52.0
TX,Henderson,8704.0,16607.0,316.0,8505.0,20210.0,134.0,7913.0,20857.0,223.0,6106.0,21231.0,290.0,5669.0,23650.0,726.0
TX,Hidalgo,61390.0,38301.0,1359.0,62369.0,50931.0,383.0,90261.0,39668.0,855.0,97969.0,39865.0,1325.0,118809.0,48642.0,5986.0
TX,Hill,3524.0,7054.0,157.0,3751.0,9225.0,77.0,3811.0,9264.0,113.0,2752.0,9132.0,161.0,2547.0,10108.0,315.0
TX,Hockley,1419.0,5250.0,76.0,1385.0,6160.0,32.0,1797.0,5795.0,53.0,1486.0,5546.0,102.0,1260.0,5809.0,242.0
TX,Hood,4704.0,12429.0,372.0,4865.0,16280.0,148.0,5087.0,17299.0,210.0,3843.0,18409.0,283.0,4008.0,21382.0,872.0
TX,Hopkins,3692.0,7076.0,142.0,3443.0,8582.0,37.0,3530.0,9299.0,90.0,2777.0,9836.0,140.0,2510.0,10707.0,321.0
TX,Houston,2833.0,5308.0,95.0,2921.0,5848.0,37.0,2656.0,5872.0,96.0,2265.0,5880.0,69.0,1978.0,6205.0,170.0
TX,Howard,2744.0,6668.0,136.0,2663.0,7480.0,58.0,2545.0,7029.0,115.0,2110.0,6453.0,132.0,1770.0,6637.0,316.0
TX,Hudspeth,380.0,514.0,28.0,302.0,577.0,7.0,430.0,458.0,10.0,379.0,471.0,13.0,324.0,503.0,44.0
TX,Hunt,7857.0,16177.0,432.0,7971.0,20065.0,158.0,8594.0,20573.0,357.0,6671.0,21011.0,367.0,6396.0,23910.0,1248.0
TX,Hutchinson,1796.0,7443.0,112.0,1503.0,7839.0,27.0,1322.0,7361.0,78.0,1045.0,6804.0,79.0,854.0,7042.0,259.0
TX,Irion,162.0,624.0,7.0,141.0,684.0,3.0,164.0,644.0,9.0,112.0,668.0,8.0,90.0,660.0,16.0
TX,Jack,822.0,2107.0,45.0,643.0,2470.0,13.0,470.0,2528.0,25.0,303.0,2580.0,25.0,314.0,2973.0,63.0
TX,Jackson,1446.0,3365.0,45.0,1296.0,3766.0,15.0,1301.0,3723.0,33.0,1070.0,3906.0,49.0,904.0,4266.0,132.0
TX,Jasper,4533.0,7071.0,138.0,4471.0,8347.0,55.0,3658.0,9022.0,96.0,3423.0,9957.0,137.0,2590.0,10609.0,220.0
TX,Jeff Davis,283.0,708.0,69.0,378.0,764.0,25.0,468.0,749.0,19.0,440.0,719.0,33.0,422.0,695.0,74.0
TX,Jefferson,45409.0,40320.0,1180.0,47066.0,44423.0,377.0,44888.0,42905.0,503.0,44668.0,43242.0,717.0,42443.0,42862.0,2313.0
TX,Jim Hogg,1512.0,623.0,22.0,1344.0,712.0,9.0,1336.0,472.0,7.0,1301.0,356.0,10.0,1635.0,430.0,54.0
TX,Jim Wells,7418.0,4498.0,107.0,6824.0,5817.0,50.0,6706.0,4841.0,65.0,6492.0,4598.0,76.0,6694.0,5420.0,265.0
TX,Johnson,11778.0,26202.0,746.0,12325.0,34818.0,279.0,12912.0,36685.0,453.0,10496.0,37661.0,681.0,10988.0,44382.0,2236.0
TX,Jones,1899.0,4080.0,69.0,1658.0,4254.0,19.0,1528.0,4203.0,77.0,1226.0,4262.0,79.0,936.0,4819.0,205.0
TX,Karnes,1617.0,2638.0,53.0,1543.0,3114.0,16.0,1760.0,2736.0,31.0,1325.0,2825.0,35.0,1145.0,2965.0,88.0
TX,Kaufman,7455.0,15290.0,318.0,8947.0,21304.0,115.0,11161.0,23735.0,249.0,9472.0,24846.0,352.0,10278.0,29587.0,1400.0
TX,Kendall,1901.0,8788.0,384.0,2532.0,11434.0,106.0,3599.0,12971.0,176.0,3043.0,14508.0,232.0,3643.0,15700.0,777.0
TX,Kenedy,119.0,106.0,3.0,85.0,82.0,2.0,108.0,94.0,0.0,82.0,84.0,1.0,99.0,84.0,3.0
TX,Kent,185.0,346.0,5.0,138.0,382.0,2.0,99.0,342.0,7.0,66.0,335.0,4.0,59.0,360.0,15.0
TX,Kerr,4002.0,14637.0,589.0,4557.0,16538.0,151.0,5570.0,16752.0,234.0,4338.0,17274.0,267.0,4681.0,17727.0,889.0
TX,Kimble,328.0,1313.0,25.0,324.0,1482.0,10.0,342.0,1487.0,14.0,217.0,1667.0,8.0,206.0,1697.0,49.0
TX,King,14.0,120.0,3.0,18.0,137.0,1.0,8.0,151.0,4.0,5.0,139.0,1.0,5.0,149.0,5.0
TX,Kinney,486.0,932.0,26.0,542.0,1051.0,7.0,633.0,907.0,11.0,522.0,880.0,23.0,458.0,936.0,36.0
TX,Kleberg,4481.0,4526.0,187.0,4550.0,5366.0,57.0,5256.0,4540.0,80.0,4754.0,4058.0,95.0,4716.0,4367.0,429.0
TX,Knox,617.0,947.0,12.0,464.0,1081.0,7.0,367.0,986.0,15.0,332.0,1160.0,18.0,247.0,1078.0,42.0
TX,Lamar,5553.0,9775.0,102.0,5338.0,12054.0,78.0,5243.0,12952.0,167.0,4181.0,12826.0,190.0,3583.0,14561.0,467.0
TX,Lamb,1114.0,3451.0,33.0,857.0,3410.0,4.0,1156.0,3344.0,25.0,998.0,3058.0,35.0,771.0,3111.0,113.0
TX,Lampasas,1569.0,4526.0,119.0,1593.0,5422.0,10.0,1903.0,5651.0,80.0,1479.0,5621.0,104.0,1483.0,6385.0,337.0
TX,La Salle,1266.0,731.0,17.0,1229.0,989.0,12.0,1052.0,714.0,10.0,965.0,669.0,12.0,1129.0,872.0,58.0
TX,Lavaca,2171.0,5288.0,87.0,2152.0,5974.0,51.0,1869.0,6293.0,61.0,1428.0,6796.0,70.0,1170.0,7347.0,144.0
TX,Lee,1733.0,3699.0,104.0,1899.0,4160.0,29.0,2000.0,4312.0,65.0,1632.0,4507.0,82.0,1372.0,4997.0,166.0
TX,Leon,1893.0,4362.0,71.0,1754.0,5023.0,22.0,1418.0,5566.0,57.0,1062.0,5814.0,69.0,909.0,6391.0,139.0
TX,Liberty,7311.0,12458.0,308.0,6780.0,14821.0,90.0,5991.0,15448.0,187.0,5202.0,17323.0,221.0,4862.0,18892.0,513.0
TX,Limestone,2768.0,4212.0,95.0,2752.0,5028.0,38.0,2516.0,5079.0,57.0,2208.0,5288.0,67.0,1778.0,5796.0,165.0
TX,Lipscomb,206.0,1072.0,16.0,184.0,1147.0,6.0,155.0,1093.0,8.0,119.0,1044.0,5.0,135.0,1159.0,38.0
TX,Live Oak,1114.0,2828.0,62.0,1036.0,3147.0,18.0,1048.0,3095.0,33.0,919.0,3154.0,40.0,742.0,3464.0,96.0
TX,Llano,2143.0,6295.0,189.0,2257.0,7241.0,65.0,2250.0,7281.0,98.0,1822.0,7610.0,126.0,1825.0,8299.0,323.0
TX,Loving,29.0,124.0,3.0,12.0,65.0,3.0,12.0,67.0,0.0,9.0,54.0,1.0,4.0,58.0,3.0
TX,Lubbock,18469.0,56054.0,1485.0,22472.0,70135.0,544.0,30486.0,66304.0,744.0,26271.0,63469.0,1444.0,28023.0,65651.0,5339.0
TX,Lynn,562.0,1507.0,15.0,490.0,1776.0,5.0,627.0,1473.0,16.0,506.0,1439.0,14.0,403.0,1546.0,60.0
TX,McCulloch,794.0,2084.0,42.0,745.0,2465.0,10.0,728.0,2263.0,19.0,537.0,2419.0,37.0,482.0,2552.0,69.0
TX,McLennan,23462.0,43955.0,1372.0,26760.0,52090.0,404.0,29998.0,49044.0,632.0,25694.0,47903.0,944.0,27063.0,48260.0,3752.0
TX,McMullen,77.0,358.0,4.0,95.0,467.0,2.0,132.0,400.0,5.0,67.0,431.0,5.0,40.0,454.0,5.0
TX,Madison,1241.0,2333.0,49.0,1235.0,2837.0,29.0,1146.0,2891.0,37.0,967.0,3028.0,33.0,881.0,3351.0,57.0
TX,Marion,1852.0,2039.0,39.0,1884.0,2441.0,23.0,1644.0,2567.0,41.0,1495.0,2733.0,54.0,1165.0,2983.0,90.0
TX,Martin,415.0,1520.0,14.0,288.0,1514.0,5.0,314.0,1389.0,12.0,248.0,1368.0,8.0,266.0,1455.0,41.0
TX,Mason,417.0,1352.0,32.0,459.0,1600.0,18.0,546.0,1544.0,31.0,380.0,1565.0,23.0,354.0,1656.0,47.0
TX,Matagorda,4696.0,7584.0,179.0,4355.0,8119.0,47.0,4440.0,7835.0,98.0,3980.0,8040.0,113.0,3500.0,8366.0,330.0
TX,Maverick,5995.0,3143.0,91.0,5948.0,4025.0,61.0,8554.0,2316.0,69.0,8303.0,2171.0,89.0,10397.0,2816.0,375.0
TX,Medina,4025.0,8590.0,258.0,4322.0,10389.0,115.0,5147.0,10480.0,110.0,4784.0,11079.0,186.0,4634.0,12085.0,527.0
TX,Menard,334.0,642.0,14.0,331.0,761.0,11.0,295.0,712.0,11.0,171.0,665.0,13.0,154.0,682.0,28.0
TX,Midland,7534.0,31514.0,692.0,8005.0,36585.0,244.0,9691.0,36155.0,370.0,8286.0,35689.0,622.0,10025.0,36973.0,2214.0
TX,Milam,3429.0,4706.0,134.0,3445.0,5291.0,47.0,3044.0,5217.0,96.0,2636.0,5481.0,113.0,2051.0,6364.0,249.0
TX,Mills,548.0,1738.0,28.0,416.0,1794.0,21.0,398.0,1753.0,26.0,279.0,1882.0,40.0,243.0,1951.0,51.0
TX,Mitchell,837.0,1708.0,29.0,639.0,1912.0,7.0,586.0,1815.0,30.0,538.0,1756.0,22.0,354.0,1780.0,62.0
TX,Montague,2256.0,4951.0,123.0,1946.0,5910.0,41.0,1597.0,6245.0,108.0,1116.0,6549.0,86.0,885.0,7526.0,193.0
TX,Montgomery,23286.0,80600.0,2327.0,28628.0,104654.0,706.0,36703.0,119884.0,1260.0,32920.0,137969.0,2224.0,45835.0,150314.0,8483.0
TX,Moore,1040.0,4201.0,49.0,1009.0,4601.0,18.0,1123.0,4282.0,32.0,964.0,3968.0,53.0,1098.0,3977.0,209.0
TX,Morris,2455.0,2381.0,53.0,2437.0,2818.0,23.0,2055.0,3158.0,35.0,1858.0,3232.0,49.0,1425.0,3446.0,102.0
TX,Motley,118.0,514.0,10.0,113.0,564.0,7.0,67.0,522.0,5.0,55.0,538.0,7.0,40.0,566.0,9.0
TX,Nacogdoches,6204.0,13145.0,450.0,7152.0,14160.0,154.0,8393.0,14828.0,170.0,6465.0,13925.0,263.0,6846.0,14771.0,1005.0
TX,Navarro,5366.0,8358.0,166.0,5259.0,10715.0,60.0,5400.0,10810.0,111.0,4350.0,10847.0,167.0,4002.0,11994.0,437.0
TX,Newton,2503.0,2423.0,64.0,2513.0,3159.0,28.0,1751.0,3446.0,63.0,1677.0,4112.0,80.0,1156.0,4288.0,90.0
TX,Nolan,1874.0,3337.0,101.0,1541.0,3722.0,26.0,1521.0,3485.0,57.0,1216.0,3282.0,77.0,1029.0,3552.0,276.0
TX,Nueces,45349.0,49906.0,2071.0,44439.0,59359.0,762.0,47912.0,52391.0,927.0,45772.0,48966.0,1366.0,49198.0,50766.0,4441.0
TX,Ochiltree,251.0,2687.0,24.0,251.0,2922.0,4.0,243.0,2851.0,15.0,253.0,2719.0,21.0,274.0,2628.0,100.0
TX,Oldham,108.0,659.0,7.0,108.0,733.0,2.0,102.0,813.0,5.0,71.0,790.0,8.0,78.0,850.0,20.0
