state,county,2008D,2012D,2016D,2020D,2008R,2012R,2016R,2020R,2008O,2012O,2016O,2020O
MT,Ravalli,7765,7381,6805,5519,13477,14853,14828,17247,1033,635,1041,1069
MT,Richland,1430,1302,916,516,3726,3683,3715,4329,183,167,249,405
MT,Roosevelt,2635,2392,1969,1361,1664,1637,1662,2341,230,0,187,0
MT,Rosebud,2007,1727,1354,762,2079,2109,2093,2787,149,121,183,275
MT,Sanders,2135,1966,1533,970,4135,4157,4115,4691,368,200,390,525
MT,Sheridan,1205,982,711,362,1301,1348,1164,1493,81,60,97,139
MT,Silver Bow,10761,10941,9616,7518,4515,5228,5922,9719,941,544,1015,1260
MT,Stillwater,1707,1488,1147,665,3413,3460,3479,4277,212,157,257,420
MT,Sweet Grass,962,800,571,365,1828,1781,1591,1735,141,0,120,48
MT,Teton,1555,1368,1026,600,2048,2194,2081,2819,139,111,176,271
MT,Toole,1025,864,611,379,1513,1568,1433,1907,91,82,114,166
MT,Treasure,932,799,569,413,871,782,564,526,26,23,27,36
MT,Valley,1844,1698,1230,644,2344,2409,2494,3493,330,15,321,15
MT,Wheatland,923,803,559,389,971,905,692,716,46,30,53,77
MT,Wibaux,912,790,568,454,864,787,559,520,34,24,25,18
MT,Yellowstone,27089,23884,23332,21998,30111,38180,37036,54588,5336,3078,6086,3880
NE,Adams,4550,4289,3791,2985,7931,8512,9119,12130,561,357,654,1054
NE,Antelope,1095,878,623,278,2525,2669,2624,3518,87,75,130,228
NE,Arthur,916,800,570,444,881,789,564,501,13,8,10,11
NE,Banner,909,799,565,441,873,782,562,515,17,11,18,28
NE,Blaine,911,796,571,462,873,784,562,513,12,8,9,9
NE,Boone,1090,900,623,270,2220,2254,2214,2888,103,74,147,241
NE,Box Butte,2063,2000,1393,667,3039,2969,3356,4791,227,191,295,495
NE,Boyd,924,791,569,432,1149,1066,930,1100,29,12,33,53
NE,Brown,941,790,572,414,1432,1446,1320,1729,52,34,53,69
NE,Buffalo,5690,5414,5056,4368,12674,13994,14599,18532,1099,661,1412,2490
NE,Burt,1698,1583,1173,736,2030,2098,2183,3198,139,92,195,336
NE,Butler,1461,1344,933,485,2671,2793,2894,4058,134,104,174,273
NE,Cass,4655,4505,3930,3085,7219,7726,8164,10618,579,289,686,1035
NE,Cedar,1410,1274,853,366,3079,3307,3347,4615,170,142,252,459
NE,Chase,937,790,570,413,1721,1731,1598,1991,45,31,59,97
NE,Cherry,1011,806,590,339,2631,2687,2567,3088,121,87,147,216
NE,Cheyenne,1465,1349,931,448,3658,3625,3656,4405,188,161,272,489
NE,Clay,1063,940,647,408,2276,2333,2332,3160,105,67,131,197
NE,Colfax,1446,1255,993,718,1968,2116,2097,3089,105,72,142,228
NE,Cuming,1509,1312,957,483,2709,2908,2980,4267,134,98,183,299
NE,Custer,1479,1387,915,376,4459,4475,4596,5576,175,155,257,460
NE,Dakota,3081,3154,2647,2418,3430,3277,3505,4448,200,168,284,501
NE,Dawes,1570,1430,1037,586,2435,2556,2542,3474,155,141,208,326
NE,Dawson,2636,2363,2221,2061,5291,5563,5857,7746,286,253,402,755
NE,Deuel,916,799,559,407,1023,962,781,894,37,37,43,64
NE,Dixon,1186,1136,743,445,1967,1890,1938,2593,106,86,147,236
NE,Dodge,6212,5870,5217,3958,7591,8803,9757,15028,637,296,741,1024
NE,Douglas,118644,106215,110235,111329,79593,112127,102397,133695,15677,8990,23726,18851
NE,Dundy,927,799,564,402,1069,998,812,899,27,18,31,47
NE,Fillmore,1272,1104,782,414,2001,2098,2048,2837,116,87,157,250
NE,Franklin,921,794,556,392,1327,1265,1233,1692,49,41,60,91
NE,Frontier,957,800,569,361,1277,1196,1078,1320,28,25,43,84
NE,Furnas,957,786,572,387,1922,1919,1854,2394,69,42,88,134
NE,Gage,4328,4137,3506,2551,5093,5504,6103,8986,445,284,524,837
NE,Garden,957,808,568,353,1087,1027,857,1013,27,20,37,68
NE,Garfield,922,788,573,454,1118,995,821,835,28,23,30,43
NE,Gosper,927,799,565,407,1022,940,781,916,26,15,35,60
NE,Grant,907,796,569,461,871,781,566,533,15,12,14,17
NE,Greeley,977,797,573,341,1005,987,833,1078,37,27,42,62
NE,Hall,7507,7336,6762,5781,12110,13100,14386,19619,864,459,951,1180
NE,Hamilton,1595,1408,1078,667,3487,3674,3677,4754,187,168,280,523
NE,Harlan,903,789,556,433,1592,1557,1442,1783,52,35,64,100
NE,Hayes,922,796,572,443,844,777,552,540,13,13,10,13
NE,Hitchcock,941,797,565,382,1296,1324,1156,1480,49,42,59,88
NE,Holt,1352,1190,793,288,3830,3993,4166,5558,162,148,203,295
NE,Hooker,914,797,569,448,874,776,566,534,16,9,16,24
NE,Howard,1358,1219,800,286,2130,2032,2123,2803,101,82,135,209
NE,Jefferson,1727,1523,1141,637,2134,2236,2277,3293,143,117,205,349
NE,Johnson,1164,1064,726,454,1302,1346,1259,1820,95,65,131,209
NE,Kearney,1208,1061,713,312,2327,2430,2422,3316,111,83,165,285
NE,Keith,1296,1199,774,293,3001,3127,3145,4158,121,105,180,314
NE,Keya Paha,920,796,569,436,873,774,570,553,15,12,15,21
NE,Kimball,945,808,554,329,1532,1430,1332,1616,63,58,89,152
NE,Knox,1522,1366,972,495,2898,2974,3038,4020,135,112,174,267
NE,Lancaster,66065,63317,62243,64506,40652,60460,54496,90074,12425,6424,17455,13175
NE,Lincoln,4774,4815,3793,2511,10996,11437,12007,14276,653,536,735,1072
NE,Logan,915,799,567,435,868,786,562,524,15,9,15,22
NE,Loup,920,797,572,445,889,784,569,508,13,9,11,14
NE,McPherson,902,797,565,454,885,787,566,503,16,14,13,15
NE,Madison,3966,3639,3183,2338,9068,10145,10608,14200,582,398,712,1233
NE,Merrick,1317,1214,803,350,2534,2569,2722,3823,140,108,203,346
NE,Morrill,948,795,560,354,2006,1881,1791,2038,85,62,102,149
NE,Nance,957,807,553,303,1376,1287,1203,1504,55,39,65,96
NE,Nemaha,1540,1418,1012,559,2085,2129,2107,2912,154,108,203,334
NE,Nuckolls,1021,856,583,274,1609,1675,1626,2342,85,59,103,151
NE,Otoe,2995,2781,2371,1802,3835,4208,4583,6901,320,227,415,743
NE,Pawnee,907,782,557,435,1130,1082,929,1139,52,40,60,83
NE,Perkins,941,794,570,402,1315,1297,1167,1506,39,23,54,91
NE,Phelps,1330,1172,792,321,3382,3476,3681,5051,146,127,218,388
NE,Pierce,1113,919,631,244,2597,2747,2831,4022,110,97,157,262
NE,Platte,3694,3308,3008,2384,8752,9991,10794,15612,492,320,582,953
NE,Polk,1031,833,600,328,1955,2002,1951,2633,82,52,107,164
NE,Red Willow,1463,1273,903,425,3846,3983,4103,5328,155,128,216,361
NE,Richardson,1712,1509,1122,604,2348,2484,2598,3846,144,124,186,283
NE,Rock,914,793,569,449,922,874,670,750,29,16,32,48
NE,Saline,2788,2606,2141,1549,2440,2580,2777,4211,237,158,296,510
NE,Sarpy,26182,25308,26679,29539,37522,43802,41884,50728,7258,3536,9509,7708
NE,Saunders,3711,3501,2980,2195,6637,6971,7234,8969,479,263,556,855
NE,Scotts Bluff,4610,4523,3788,2753,9338,9990,10183,12292,605,348,710,1102
NE,Seward,2812,2611,2204,1659,4636,5018,5236,7178,342,243,430,740
NE,Sheridan,918,789,560,417,2170,2156,2122,2707,79,63,92,127
NE,Sherman,931,815,547,334,1226,1111,1062,1378,57,52,68,99
NE,Sioux,901,793,566,466,894,837,615,635,24,15,28,45
NE,Stanton,1029,891,600,306,1945,2027,2033,2890,106,92,155,264
NE,Thayer,1161,1018,692,351,1914,1974,1938,2663,82,66,110,173
NE,Thomas,900,794,567,469,856,787,552,508,15,9,14,21
NE,Thurston,1370,1447,1043,952,1179,1119,1004,1298,66,39,91,145
NE,Valley,1073,842,612,295,1883,1824,1743,2139,66,42,73,99
NE,Washington,3657,3322,2989,2386,6454,6991,7222,9374,450,273,556,958
NE,Wayne,1540,1364,1032,644,2501,2582,2618,3610,135,132,204,369
NE,Webster,906,776,557,443,1457,1426,1296,1619,41,41,58,102
NE,Wheeler,912,801,566,435,870,783,563,524,18,11,19,28
NE,York,1863,1638,1369,1042,4642,4972,4818,5868,270,172,348,630
NV,Churchill,3432,3186,2686,1902,6897,7269,7611,9586,555,261,644,921
NV,Clark,382511,393527,400471,412923,259683,293135,306998,323148,19783,14275,29625,27029
NV,Douglas,9905,9532,9039,7916,15219,16878,17244,20990,1340,639,1495,1418
NV,Elko,4323,3664,3673,3246,11191,12345,13186,17507,1022,497,1136,1225
NV,Esmeralda,908,797,566,450,850,779,556,543,33,26,28,28
NV,Eureka,909,791,568,459,943,869,673,696,45,38,48,62
NV,Humboldt,2125,1941,1599,1177,3882,3916,4220,5598,308,256,404,710
NV,Lander,988,819,566,280,1778,1724,1700,2192,102,70,140,223
NV,Lincoln,977,796,574,348,1827,1849,1645,1891,116,79,142,212
NV,Lyon,7710,7344,6713,5281,13622,14430,15237,18231,1022,640,1089,1328
NV,Mineral,1365,1174,843,430,1310,1255,1150,1490,121,105,154,228
NV,Nye,6736,6477,5757,4436,10971,11269,12369,15240,896,614,864,930
NV,Pershing,1058,914,611,277,1304,1294,1263,1823,104,88,125,173
NV,Storey,1400,1199,911,558,1646,1502,1488,1807,111,89,152,242
NV,Washoe,98760,98071,96547,99111,71136,91832,87287,105101,15267,8753,22491,16815
NV,White Pine,1490,1300,947,505,2691,2731,2652,3233,234,164,279,465
NV,Carson City,10906,10653,10190,9289,10802,12369,13090,18187,1523,820,1680,1718
NH,Belknap,15665,16111,14749,12771,16122,18006,19142,25448,1445,615,1757,1879
NH,Carroll,14408,14605,13868,13055,12890,14469,14807,18674,1260,515,1518,1549
NH,Cheshire,24819,25038,23330,20261,14591,15850,16884,21701,2118,1213,2533,3056
NH,Coos,8913,9332,7713,5517,5983,6367,7564,11782,659,305,786,1149
NH,Grafton,29324,28891,28389,27806,15925,18176,19285,26370,2855,1598,3483,3822
NH,Hillsborough,101439,104638,101370,102115,89801,103088,101422,104587,13695,7338,19843,15189
NH,Merrimack,44019,45185,42255,38148,32500,35615,36066,44853,5117,2608,6343,5090
NH,Rockingham,81862,84239,79888,84613,80263,92844,89977,94414,10506,5444,13428,8476
NH,Strafford,38207,36967,36599,35969,24686,27179,27507,33533,4459,2254,5857,6127
NH,Sullivan,12312,12504,11284,9498,8998,9591,10496,14063,1050,489,1261,1669
NJ,Atlantic,66698,66872,63050,62021,51261,49244,50357,57623,1829,963,2884,9968
NJ,Bergen,233937,215874,221103,214877,182493,166971,172673,174081,4921,3894,11409,31248
NJ,Burlington,127684,125896,124201,123326,76730,89108,85779,98608,3120,1457,5339,19479
NJ,Camden,154642,152695,150821,150150,59235,69311,66524,90536,3101,1499,4866,18835
NJ,Cape May,21407,21916,20300,17812,25481,26219,27833,35535,738,587,1311,3810
NJ,Cumberland,31897,32304,29196,22411,20940,21585,24217,33993,920,697,1531,4795
NJ,Essex,233059,239137,241799,246439,55130,57845,58301,84785,2876,1390,4695,18195
NJ,Gloucester,74573,75656,69721,69711,61448,64322,63086,72445,2517,1336,3571,14490
NJ,Hudson,154439,154859,160775,158703,49125,38750,48314,66003,2591,1468,5064,19557
NJ,Hunterdon,28862,27219,28782,33175,37565,39798,38744,41571,1706,870,2502,8472
NJ,Mercer,105861,106654,105270,106380,38217,43632,42923,58929,2675,1320,3754,15046
NJ,Middlesex,188560,191709,196025,196682,119869,104438,111627,120885,3894,2531,8403,27536
NJ,Monmouth,150658,130981,138519,134367,162127,147094,155147,158038,4035,2351,8195,26323
NJ,Morris,115362,101064,106334,109825,122924,124817,124899,130614,3519,1556,5974,20266
NJ,Ocean,103119,99965,89918,93336,177880,147360,164861,153796,3289,1610,5504,20621
NJ,Passaic,111314,118646,120233,118421,67734,64815,65959,82070,2418,1166,3496,13711
NJ,Salem,14682,14995,13382,11037,14395,15253,16348,20667,580,478,1022,2760
NJ,Somerset,81851,78076,78640,85803,63487,68375,64462,72585,2724,1242,3825,14920
NJ,Sussex,26254,25308,24791,24120,44988,42809,44770,52757,1654,1163,2601,9719
NJ,Union,140954,141487,146112,144288,69160,65999,65166,80361,2767,1246,4220,16076
NJ,Warren,19213,19111,18398,17347,25934,26298,29093,40026,1048,828,1798,5783
NM,Bernalillo,171889,144543,151562,143746,84511,100629,93649,104402,12972,17290,27687,58206
NM,Catron,1022,844,594,321,1718,1682,1472,1592,88,72,122,198
NM,Chaves,7465,6911,6318,4936,12461,13482,13539,16070,1071,728,1540,3327
NM,Cibola,5359,5012,4365,3064,3138,3139,3181,4044,649,358,844,1581
NM,Colfax,3403,3102,2634,1857,2818,2861,2694,3174,332,285,472,930
NM,Curry,4469,4200,3649,2712,8698,9436,9434,11524,701,432,921,1774
NM,De Baca,958,801,570,365,955,824,640,621,44,31,66,120
NM,Dona Ana,40841,37727,38962,40327,24987,26829,25827,26913,5001,2687,9745,19381
NM,Eddy,6888,6593,5853,4603,12057,13084,13348,16030,796,626,1146,2431
NM,Grant,7724,7447,6887,5893,5047,5436,5394,6834,662,537,947,2008
NM,Guadalupe,1831,1767,1263,716,745,739,573,848,126,109,192,346
NM,Harding,896,800,551,416,885,781,563,498,28,15,40,71
NM,Hidalgo,1362,1261,913,592,1150,1097,918,1081,82,56,128,228
NM,Lea,4878,4256,4221,3765,12141,12990,13137,15656,745,475,983,1907
NM,Lincoln,3486,3191,2772,2088,6076,6233,6024,6475,368,385,544,1103
NM,Los Alamos,5950,5551,5645,5772,4337,4904,4084,4284,1080,745,1691,4333
NM,Luna,4213,3801,3552,3010,3781,3851,3662,4171,351,305,481,906
NM,McKinley,15453,15855,14615,12635,5436,5697,5590,6875,2058,907,2847,4453
NM,Mora,2381,2228,1825,1365,697,745,592,987,112,85,179,330
NM,Otero,7806,7049,6741,5567,11547,12682,12588,15029,1111,916,1705,3886
NM,Quay,1799,1677,1274,858,2385,2367,2276,2808,186,161,277,510
NM,Rio Arriba,11617,11559,10501,8631,3370,3478,3728,5491,1020,567,1406,2858
NM,Roosevelt,2407,2074,1796,1351,3922,4146,4063,5176,328,262,462,902
NM,Sandoval,29341,25071,27859,32335,24776,25153,25614,28128,3157,1781,6698,22702
NM,San Juan,16078,15803,14354,11778,25333,28403,27323,29937,2360,1307,4907,15905
NM,San Miguel,9428,9150,8218,6506,2138,2353,2341,3571,668,439,893,1778
NM,Santa Fe,55743,51695,51740,53502,13306,15235,15452,20230,2655,2221,5116,21700
NM,Sierra,2489,2233,1909,1456,3156,3111,3042,3539,302,264,432,838
NM,Socorro,4583,4337,3825,3036,2703,2833,2760,3713,491,470,738,1580
NM,Taos,12606,12287,11548,10143,2545,2777,2762,4021,1036,729,1580,3766
NM,Torrance,3015,2692,2262,1515,3727,3704,3740,4553,392,423,636,1409
NM,Union,943,811,553,325,1392,1402,1223,1527,79,61,121,213
NM,Valencia,13618,13366,12040,9512,12060,13179,13614,17137,1615,1277,2913,10721
MO,Kansas City,115795,102507,100070,103111,24672,27262,25934,28945,6010,3160,7642,6304
NY,Albany,91004,85343,82247,88835,49768,40003,47264,58603,6436,10776,8512,29933
NY,Allegany,6599,6274,5623,4483,10657,10318,12204,16576,663,1690,621,2128
NY,Bronx,332207,339673,344295,355359,32391,23697,40131,75205,5663,9224,8700,28130
NY,Broome,46953,40899,42126,43675,39346,35869,39812,50939,2577,6132,4670,15570
NY,Cattaraugus,12763,12525,11053,8705,16948,16382,19470,27961,1045,3013,636,2843
NY,Cayuga,16601,16690,15213,13228,14468,13400,16973,25295,1191,3349,834,3466
NY,Chautauqua,24956,21742,21288,20749,27961,25505,30776,45194,2560,6032,3057,9254
NY,Chemung,16945,16498,15293,13343,18013,17657,20231,28113,1068,2494,1209,3842
NY,Chenango,9202,9016,7874,5948,10101,9782,11563,15656,744,1655,1055,3387
NY,Clinton,18216,17925,16563,14101,11405,10942,14097,21680,1156,2344,2014,5862
NY,Columbia,16442,16116,16035,16216,13052,12102,13668,16580,1119,3215,712,3110
NY,Cortland,10855,10446,9709,8298,8620,8386,9920,13972,786,1703,1098,3344
NY,Delaware,8694,8312,7530,6053,10130,9895,11649,15888,663,1649,713,2419
NY,Dutchess,71241,61135,63467,67243,61336,48193,56865,67601,5392,10834,6233,25350
NY,Erie,256360,226117,223864,216666,188362,147851,172234,152962,8723,15761,14643,44753
NY,Essex,9634,9571,8590,6942,6826,6460,7949,11714,657,1139,1216,4058
NY,Franklin,9714,9812,8433,6320,6152,5619,7708,12278,611,1030,1151,3835
NY,Fulton,8890,8754,7597,5731,11745,11120,13037,16908,670,1590,831,2735
NY,Genesee,9895,9619,8686,7103,15553,14685,16702,21257,965,2793,538,2495
NY,Greene,9159,8807,8169,6950,11977,11106,12817,15948,818,2355,448,2033
NY,Hamilton,1526,1367,1089,846,2197,1981,2072,2627,107,255,171,385
NY,Herkimer,11030,11245,9550,7088,14386,13804,16306,22219,780,2052,673,2436
NY,Jefferson,16641,16672,15335,13419,20080,18631,21535,29091,1243,2803,1545,4870
NY,Kings,626625,591292,626474,614364,132365,101453,123149,128812,9219,15514,14709,41428
NY,Lewis,4811,4810,3885,2643,6185,5596,6924,9415,320,755,538,1673
NY,Livingston,12417,11646,11435,10667,15278,14372,17091,23631,1032,2965,617,2774
NY,Madison,13640,13700,12715,11307,13677,13339,15722,21746,1194,2559,1810,5419
NY,Monroe,215307,183555,196087,181504,126773,101485,118754,133214,14855,19576,26655,48154
NY,Montgomery,8316,8503,7555,6681,10574,9316,11080,13708,698,2070,332,1621
NY,Nassau,359025,303606,318588,282187,296573,246200,268923,236545,9331,15641,15009,41545
NY,New York,665093,527187,610163,436280,52779,72296,61688,83414,18219,20520,33862,55550
NY,Niagara,44731,41558,39070,36451,51312,40492,48798,58562,3892,8655,5140,15939
NY,Oneida,41743,38900,37059,34223,51452,41801,48972,59822,2790,6449,4587,15400
NY,Onondaga,126698,115012,113872,114606,78823,66301,73298,88739,15887,19598,31072,56228
NY,Ontario,23233,22134,22713,24199,24124,22332,26237,37213,1994,4648,2311,7928
NY,Orange,77689,70063,69199,72738,68720,55261,65158,81129,4538,9882,5048,22039
NY,Orleans,6185,5838,5193,4012,9830,8734,10549,13355,592,1647,308,1258
NY,Oswego,22101,21830,19485,15563,24652,20417,27506,43158,1904,4746,1943,6596
NY,Otsego,12519,12209,11480,10328,11653,11465,13101,17158,937,1971,1459,4538
NY,Putnam,20237,19400,19971,21501,26139,23168,27189,36635,1883,4796,1816,6196
NY,Queens,465858,473635,504663,521049,124196,92961,120536,136240,20432,21241,36086,53791
NY,Rensselaer,38708,35265,35213,34685,34301,26504,33812,45013,3383,7550,4409,13524
NY,Richmond,78148,77876,74201,78091,90347,67020,82920,87057,4329,9662,4830,20836
NY,Rockland,70443,65897,66017,73774,62343,52297,57505,67823,3761,8205,4812,14382
NY,St. Lawrence,21117,20404,18662,15864,17132,15872,19318,27562,1291,2859,1762,5382
NY,Saratoga,56833,51467,52088,54104,53430,45709,51200,63135,3533,8293,6587,23493
NY,Schenectady,38324,36067,35865,35563,29586,24393,29706,40415,2888,6585,3682,11435
NY,Schoharie,5751,5486,4883,3912,8169,7305,8585,10548,573,1609,339,1367
NY,Schuyler,3979,3691,3400,2970,4670,4143,4856,6184,322,821,329,939
NY,Seneca,7152,7075,6339,5297,6649,5825,7128,9434,528,1238,682,2131
NY,Steuben,15389,15134,13875,11693,23645,21875,26794,40462,1233,3221,1039,3942
NY,Suffolk,338641,293750,297534,273283,344628,269292,322347,260899,8666,14959,13496,40330
NY,Sullivan,15251,15021,13903,12165,13767,13002,15484,20905,847,2467,428,2047
NY,Tioga,9449,9095,8399,7150,11946,12042,13276,16926,764,1846,835,2724
NY,Tompkins,29512,25465,29309,37098,10106,10527,11082,14275,1803,4544,1747,6129
NY,Ulster,52087,43628,45715,46898,31504,26320,33342,48753,3863,8527,5051,15529
NY,Warren,14919,14635,13996,12887,14497,14246,15865,20291,1087,2031,2194,6581
NY,Washington,11492,11220,10158,8201,12062,11159,13338,17711,898,2246,854,2896
NY,Wayne,16305,15851,14782,12843,21521,19271,23366,33773,1722,4478,1583,5544
NY,Westchester,292547,240861,265742,233279,139429,126661,129740,135709,16808,20212,30198,51396
NY,Wyoming,5938,5748,4817,3350,11086,10429,12085,15252,616,1767,286,1296
NY,Yates,4789,4506,4091,3415,4909,4538,5491,7793,342,831,393,1129
NC,Alamance,27755,27955,28539,30153,36613,39891,38371,40277,1676,809,2026,2226
NC,Alexander,5067,4914,4309,3470,12572,13120,13546,15234,333,286,456,685
NC,Alleghany,2148,1907,1608,1263,3708,3583,3624,4067,120,78,156,234
NC,Anson,6671,7090,6192,5463,4601,4406,4432,4722,100,72,139,220
NC,Ashe,4768,4479,4022,3315,8601,8713,9042,10129,295,210,378,529
NC,Avery,2391,2138,1893,1589,6016,6057,6164,7011,149,133,214,364
NC,Beaufort,9291,9482,8960,8303,13914,14795,14626,15483,338,270,477,942
NC,Bertie,6476,6717,6020,5349,3749,3608,3473,3553,47,40,82,167
NC,Bladen,7813,8099,7352,6516,7990,7999,8225,8918,163,157,240,419
NC,Brunswick,21071,21862,22389,24032,35506,36489,38736,47719,1464,545,1860,1738
NC,Buncombe,71936,74739,73381,76425,52063,58030,55095,57839,8583,4209,12570,12613
NC,Burke,13609,13791,12420,10236,22856,23457,25028,30319,780,499,941,1355
NC,Cabarrus,32440,32105,33945,37388,48668,52516,51232,55558,2634,1426,4194,8668
NC,Caldwell,10977,11058,9615,7287,23463,24637,25574,30208,703,481,802,1012
NC,Camden,1909,1759,1440,1122,3551,3252,3387,3710,102,73,145,228
NC,Carteret,10579,10385,10156,9542,23424,24667,25120,27914,714,428,859,1313
NC,Caswell,5586,5513,5067,4548,5803,5847,5834,6378,145,107,200,322
NC,Catawba,23085,22778,21742,19204,45174,47527,46803,49753,1882,999,2188,2189
NC,Chatham,18399,18948,20195,23315,15763,17224,16949,18491,978,395,1217,1490
NC,Cherokee,3855,3705,3264,2799,9535,9729,10268,11845,263,235,375,661
NC,Chowan,3760,3599,3213,2690,4136,3995,3927,4075,112,78,166,281
NC,Clay,1999,1852,1552,1313,4261,4130,4212,4692,125,92,166,255
NC,Cleveland,16509,17178,15969,14175,26108,26517,27475,31347,656,414,788,1143
NC,Columbus,10732,11408,10001,8382,13296,13663,14040,15276,253,244,338,536
NC,Craven,18283,18478,18050,16886,25399,27499,26792,28335,1019,550,1231,1839
NC,Cumberland,75116,77062,74281,71216,52463,53264,51702,53073,3905,1948,5440,7048
NC,Currituck,3826,3718,3235,2649,7985,7841,8546,9941,318,291,463,907
NC,Dare,7858,7568,7408,7009,10515,10925,11167,12461,488,337,635,1107
NC,Davidson,20337,19951,19048,16927,48315,52665,51252,56703,1526,912,1758,2060
NC,Davie,6029,5755,5476,4906,14564,15480,15504,16752,478,266,592,965
NC,Duplin,8866,9112,8514,7835,11415,11963,12012,12995,207,185,297,531
NC,Durham,107372,114429,117617,118376,27751,32488,28818,27743,6516,3069,9438,10649
NC,Edgecombe,16929,17958,16780,15051,8667,9003,8503,8339,209,166,303,565
NC,Forsyth,91341,96754,95764,95625,68836,82878,77036,80615,8215,3898,11449,10425
NC,Franklin,12885,13492,12996,12536,14420,15367,15820,18149,605,326,740,1131
NC,Gaston,30322,31083,30222,28008,55883,59701,58617,63519,2024,1352,3416,8150
NC,Gates,3052,2931,2571,2204,2955,2691,2744,2963,71,48,98,156
NC,Graham,1450,1388,997,715,3274,2992,3146,3592,84,65,96,125
NC,Granville,12911,13567,13016,12526,12246,12882,13151,14659,446,282,577,982
NC,Greene,4008,3833,3645,3488,4639,4606,4391,4433,63,47,86,142
NC,Guilford,141018,146798,153498,150651,91493,105967,101331,101824,10895,5416,15580,13102
NC,Halifax,15925,16940,16067,15129,9124,9224,9100,9304,207,181,309,582
NC,Harnett,16450,17158,16797,16199,24369,26065,26215,29500,1008,506,1280,1934
NC,Haywood,12064,12282,11332,10074,16329,17180,18344,22332,742,454,863,1193
NC,Henderson,19258,18971,19740,21207,33299,34761,35074,38628,1698,840,2033,2216
NC,Hertford,7488,7716,7070,6312,3429,3260,3145,3254,96,81,139,238
NC,Hoke,9451,9832,9507,9464,7007,7015,7313,8290,400,257,539,1026
NC,Hyde,1578,1430,1113,791,1518,1399,1272,1420,32,27,38,60
NC,Iredell,24837,24386,24252,23562,48505,52186,51341,56911,2167,1212,2721,3456
NC,Jackson,8477,8275,7979,7404,8723,8791,9353,10848,616,357,771,1279
NC,Johnston,25672,26146,26794,28316,47305,51142,50444,56953,2216,1250,3039,4720
NC,Jones,2664,2538,2218,1934,3229,3067,2965,3087,54,41,72,118
NC,Lee,10614,10848,10520,10150,13175,13941,13785,14535,463,269,587,939
NC,Lenoir,13173,14002,13065,12111,13715,14728,14054,14135,291,206,400,727
NC,Lincoln,11132,11263,10499,9367,24669,25905,26956,32089,658,317,795,949
NC,McDowell,6249,6199,5334,4034,12544,12828,13877,16438,355,280,459,702
NC,Macon,6286,5973,5442,4467,11056,11484,11786,13144,394,289,498,755
NC,Madison,4969,4730,4320,3707,5843,5711,6304,7795,305,259,425,766
NC,Martin,6562,6656,6089,5460,6221,6247,5976,5929,113,90,170,295
NC,Mecklenburg,259775,274728,284327,291259,144208,168981,158299,161905,16444,9888,26165,24197
NC,Mitchell,2420,2162,1877,1521,5789,6001,6104,7296,133,116,180,275
NC,Montgomery,5016,4942,4472,3967,6734,6740,6881,7573,149,112,210,332
NC,Moore,16755,16819,16704,16527,27792,29750,29184,30720,1066,348,1389,1419
NC,Nash,22199,23218,22623,21624,23200,24408,23628,23275,578,287,709,1022
NC,New Hanover,51033,50167,50485,51341,52299,56534,54469,56284,5184,2545,7544,9470
NC,Northampton,6971,7294,6474,5658,3948,3704,3629,3671,68,44,91,142
NC,Onslow,17884,17454,17472,16184,32996,33763,35208,40843,1635,846,2172,3362
NC,Orange,56690,57010,57255,61348,19273,21659,19790,19104,2944,1845,4035,5856
NC,Pamlico,3066,2857,2614,2376,4288,4268,4174,4532,91,72,127,205
NC,Pasquotank,9774,10094,9092,7553,8039,7960,8062,8459,324,249,441,819
NC,Pender,9677,9684,9433,9024,14778,15352,16624,20027,457,269,582,941
NC,Perquimans,2988,2878,2502,2106,4121,3943,4000,4337,111,87,164,278
NC,Person,8343,8443,7987,7404,10553,10997,11007,11812,317,229,428,748
NC,Pitt,42324,42303,42260,40388,35599,37445,36357,35955,2061,1030,2861,4525
NC,Polk,4494,4261,3988,3660,6468,6449,6533,7052,269,183,325,545
NC,Randolph,15078,14975,14137,12695,43807,47743,46569,51781,1136,539,1313,1197
NC,Richmond,9568,10103,9055,7908,9759,9746,10095,10914,253,194,337,542
NC,Robeson,21661,23468,20410,14975,18392,19108,20306,24337,565,398,706,1108
NC,Rockingham,16164,16575,15367,13588,24470,26177,26029,28489,627,270,749,838
NC,Rowan,21237,21404,20066,16882,39951,41657,41523,44847,1304,822,1472,1722
NC,Rutherford,9193,9545,8315,6664,19500,20234,21331,25018,516,375,624,991
NC,Sampson,11459,11817,11052,10120,14329,15210,14986,15631,287,213,393,666
NC,Scotland,8070,8289,7613,6823,6290,6090,6171,6471,182,152,280,532
NC,Stanly,8530,8678,7750,6488,20006,21177,21651,24471,457,358,588,955
NC,Stokes,6438,6264,5422,4045,15438,16382,16818,19058,388,256,485,637
NC,Surry,9550,9291,8362,6598,20243,21485,22693,27993,553,411,698,1138
NC,Swain,3006,2863,2471,2053,3437,3177,3351,3825,197,171,294,540
NC,Transylvania,7225,7082,6791,6419,9773,10200,10381,11728,449,339,569,985
NC,Tyrrell,1281,1105,830,526,1344,1175,993,901,27,16,32,50
NC,Union,31516,31101,32939,35942,58221,64750,62666,69096,3979,1865,5302,5666
NC,Vance,12689,13189,12493,11485,7739,7785,7494,7376,212,148,299,533
